,User-ID,Location,Age
669,74286,"pampa, texas, usa",23.0
670,74453,"lansdale, pennsylvania, usa",61.0
671,74493,"pineville, pennsylvania, usa",28.0
672,74689,"seattle, washington, usa",39.0
673,74691,"birmingham, alabama, usa",49.0
674,75081,", illinois, usa",29.0
675,75149,"geneva, illinois, usa",36.0
676,75485,"gainesville, florida, usa",27.0
677,75591,"charleston, west virginia, usa",33.0
678,75783,"philadelphia, pennsylvania, usa",
679,75819,"west falls, new york, usa",
680,75860,"buffalo, minnesota, usa",30.0
681,76019,"norwich, england, united kingdom",28.0
682,76151,"sioux falls, south dakota, usa",49.0
683,76168,"southborough, massachusetts, usa",
684,76173,"comox, british columbia, canada",71.0
685,76223,"lisboa, lisboa, portugal",25.0
686,76352,"olympia, washington, usa",58.0
687,76482,"zanesville, ohio, usa",103.0
688,76483,"orange park, florida, usa",37.0
689,76499,"new york, new york, usa",
690,76530,"santa clarita, california, usa",55.0
691,76626,"london, england, united kingdom",38.0
692,76710,"marietta, georgia, usa",57.0
693,76803,"brooklyn, ,",
694,76818,"little rock, arkansas, usa",49.0
695,76942,"sacramento, california, usa",25.0
696,77270,"menomonee falls, wisconsin, usa",18.0
697,77383,"ottawa, ontario, canada",25.0
698,77480,"gig harbor, washington, usa",51.0
699,77772,"lynnwood, washington, usa",13.0
700,77809,"atlantic highlands, new jersey, usa",29.0
701,77940,"melaka, melaka, malaysia",
702,78448,"fairfax, virginia, usa",
703,78553,"el cajon, california, usa",40.0
704,78619,"melbourne, victoria, australia",37.0
705,78719,"blacksburg, virginia, usa",21.0
706,78783,"chantilly, virginia, usa",49.0
707,78834,"honolulu, hawaii, usa",28.0
708,78846,"daphne, alabama, usa",58.0
709,78973,"amadora, lisboa, portugal",29.0
710,79009,"wellsburg, west virginia, usa",
711,79186,"fairbanks, alaska, usa",37.0
712,79215,"valley center, california, usa",
713,79266,"lakeland, florida, usa",
714,79285,"boise, idaho, usa",
715,79441,"spruce grove, alberta, canada",43.0
716,79556,"nottingham, england, united kingdom",27.0
717,79740,"st. louis, missouri, usa",24.0
718,79942,"mackay, queensland, australia",26.0
719,79961,"hickory, north carolina, usa",23.0
720,79977,"chesapeake, virginia, usa",35.0
721,80071,"salt lake city, utah, usa",28.0
722,80538,"lisboa, lisboa, portugal",32.0
723,80555,"warminster, wiltshire, united kingdom",20.0
724,80683,"new castle, delaware, usa",27.0
725,80810,"warrensburg, missouri, usa",33.0
726,80945,"freiburg, baden-württemberg, germany",46.0
727,81015,"saskatoon, saskatchewan, canada",15.0
728,81121,"chesterfield, missouri, usa",
729,81207,"maia, porto, portugal",20.0
730,81263,"shanghai, shanghai, china",17.0
731,81298,"savannah, georgia, usa",20.0
732,81318,"cambridge, massachusetts, usa",25.0
733,81368,"mesa, arizona, usa",28.0
734,81492,"san antonio, texas, usa",28.0
735,81560,"christchurch, canterbury, new zealand",
736,81597,"wichita, kansas, usa",
737,81611,"jacksonville, north carolina, usa",45.0
738,81682,"bluffton, south carolina,",36.0
739,81771,"sacramento, california, usa",37.0
740,81848,"springfield, illinois, usa",35.0
741,81977,"minneapolis, minnesota, usa",34.0
742,82407,"washington, dc, usa",
743,82497,"yulee, florida, usa",47.0
744,82511,"firenze, toscana, italy",
745,82831,"nashville, tennessee, usa",21.0
746,82893,"san antonio, texas, usa",40.0
747,83109,"montreal, quebec, canada",
748,83287,"tulsa, oklahoma, usa",45.0
749,83431,"trenton, ontario, canada",35.0
750,83443,"grifton, ,",
751,83637,"raleigh, north carolina, usa",57.0
752,83646,"covington, virginia, usa",34.0
753,83671,"iowa city, ,",52.0
754,83743,"deal, england, united kingdom",30.0
755,83754,"las vegas, nevada, usa",65.0
756,84024,"abilene, texas, usa",37.0
757,84201,"philadelphia, pennsylvania, usa",39.0
758,84479,"philadelphia, pennsylvania, usa",25.0
759,84523,"apopka, ,",30.0
760,84795,"alpharetta, ,",
761,84820,"columbus, ohio, usa",
762,84882,"woodstock, georgia, usa",
763,84897,"pleasanton, california, usa",
764,85043,"charlottesville, virginia, usa",
765,85280,"minneapolis, minnesota, usa",38.0
766,85367,"gloversville, new york, usa",17.0
767,85426,"chisholm, minnesota, usa",23.0
768,85526,"victoria, british columbia, canada",36.0
769,85656,"cottage grove, oregon, usa",41.0
770,85757,"pawtucket, rhode island, usa",40.0
771,85962,"peterborough, ontario, canada",20.0
772,85993,"portland, oregon, usa",40.0
773,86033,"sydney, new south wales, australia",26.0
774,86145,"alexandria, virginia, usa",45.0
775,86189,"tustin, california, usa",
776,86202,"sydney, new south wales, australia",26.0
777,86242,"new york, new york, usa",24.0
778,86243,"christchurch, canterbury, new zealand",
779,86392,"cornwall, prince edward island, canada",25.0
780,86408,"vista, california, usa",39.0
781,86641,"rison, arkansas, usa",39.0
782,86720,"calgary, alberta, canada",
783,86835,"mercer island, ,",
784,86947,"san antonio, texas, usa",71.0
785,87141,"huntington beach, california, usa",
786,87540,"saint cloud, minnesota, usa",52.0
787,87549,"tualatin, oregon, usa",
788,87555,"lexington, kentucky, usa",31.0
789,87712,"yarmouth, nova scotia, canada",19.0
790,87911,"new york, new york, usa",20.0
791,87938,"n/a, n/a, malaysia",15.0
792,87949,"gladewater, texas, usa",44.0
793,87964,"toledo, ohio, usa",56.0
794,88122,"jacksonville, north carolina, usa",30.0
795,88229,"thermopolis, wyoming, usa",44.0
796,88283,"hamburg, hamburg, germany",24.0
797,88288,"bedford, massachusetts, usa",
798,88412,"toronto, ontario, canada",36.0
799,88435,"quezon city, ncr, philippines",19.0
800,88620,"heemstede, noord-holland, netherlands",27.0
801,88652,"lanham, maryland, usa",83.0
802,88677,"laval, quebec, canada",44.0
803,88693,"shanghai, shanghai, china",30.0
804,88733,"houston, texas, usa",
805,88793,"arcata, california, usa",25.0
806,88937,"cary, north carolina, usa",39.0
807,89014,"surfside beach, south carolina, usa",
808,89307,"santa rosa, california, usa",61.0
809,89551,"colorado springs, colorado, usa",29.0
810,89602,"honolulu, hawaii, usa",
811,89867,"montreal, quebec, canada",28.0
812,90049,"victoria, british columbia, canada",30.0
813,90198,"cornwall, new york,",34.0
814,90471,"san diego, california, usa",31.0
815,90616,"southfield, michigan, usa",
816,90731,"ypsilanti, michigan, usa",29.0
817,90766,"rangoon, rangoon, burma",136.0
818,91002,"anytown, new york, usa",37.0
819,91026,"maynooth, kildare, ireland",40.0
820,91103,"casper, wyoming, usa",35.0
821,91113,"chicago, illinois, usa",26.0
822,91184,"kuala lumpur, kuala lumpur, malaysia",31.0
823,91203,"glasgow, scotland, united kingdom",30.0
824,91342,"doha, doha, qatar",29.0
825,91631,"new port richey, ,",0.0
826,91634,"pgh, pennsylvania, usa",
827,91832,"miami, florida, usa",
828,92132,"terre haute, indiana, usa",20.0
829,92405,"dortmund, nordrhein-westfalen, germany",26.0
830,92498,"sydney, new south wales, australia",
831,92547,"baker city, oregon, usa",29.0
832,92652,"saint john, new brunswick, canada",32.0
833,92810,"manistee, michigan, usa",60.0
834,92853,"ely, england, united kingdom",
835,92861,"vancouver, british columbia, canada",
836,92979,"fairfield, california, usa",
837,93034,"london, england, united kingdom",45.0
838,93047,"nashua, new hampshire, usa",52.0
839,93092,"sherwood park, alberta, canada",22.0
840,93147,"leeds, england, united kingdom",31.0
841,93179,"san diego, california, usa",
842,93363,"farmington hills, michigan, usa",30.0
843,93364,"calhoun, kentucky, usa",27.0
844,93426,"plano, texas, usa",35.0
845,93453,"palm desert, california, usa",1.0
846,93565,"tustin, ,",72.0
847,93629,"baton rouge, louisiana, usa",54.0
848,93698,"halfmoon bay, british columbia, canada",70.0
849,94242,"madrid, madrid, spain",28.0
850,94347,"oakland, new jersey, usa",44.0
851,94494,"tacoma, washington, usa",24.0
852,94529,"o fallon, missouri, usa",31.0
853,94730,"edinburgh, lothian, united kingdom",27.0
854,94744,"sturminster newton, dorset, united kingdom",45.0
855,94781,"edgerton, wisconsin, usa",
856,94787,"cleveland, ohio, usa",24.0
857,94853,"christchurch, canterbury, new zealand",27.0
858,94923,"brick, new jersey, usa",40.0
859,94951,"san jose, california, usa",37.0
860,94952,"surrey, british columbia, canada",58.0
861,94985,"sant cugat del vallès, catalunya, spain",39.0
862,95010,"san jose, california, usa",
863,95025,"boise, idaho, usa",21.0
864,95173,"sterling heights, michigan, usa",
865,95261,"adelaide, south australia, australia",
866,95316,"fredericton, new brunswick, canada",
867,95353,"rock creek, british columbia, canada",59.0
868,95359,"charleston, west virginia, usa",33.0
869,95506,"chester, cheshire, united kingdom",42.0
870,95525,"glasgow, scotland, united kingdom",46.0
871,95574,"philadelphia, pennsylvania, usa",37.0
872,95903,"mason, ohio, usa",27.0
873,95921,"st james, western australia, australia",
874,95923,"bloomfield, new jersey, usa",17.0
875,95932,"manchester, new hampshire, usa",36.0
876,95991,"santa ana, california, usa",28.0
877,96357,"aiken, south carolina, usa",31.0
878,96440,"rochester, new york, usa",29.0
879,96448,"albuquerque, new mexico, usa",
880,96744,"jerez de la frontera, cadiz, spain",34.0
881,96771,"springfield, virginia, usa",43.0
882,96880,"seattle, washington, usa",
883,97179,"ryde, isle of wight, united kingdom",40.0
884,97290,"londonderry, new hampshire, usa",24.0
885,97324,"costa de caparica, lisbon, portugal",29.0
886,97721,"castro valley, california, usa",46.0
887,97754,"schenectady, new york, usa",46.0
888,97874,"n/a, british columbia, canada",
889,98263,"north vancouver, british columbia, canada",35.0
890,98322,"st. petersburg, florida, usa",40.0
891,98356,"west blocton, alabama, usa",45.0
892,98391,"morrow, georgia, usa",52.0
893,98440,"yuma, arizona, usa",17.0
894,98547,"columbia, south carolina, usa",43.0
895,98647,"selayang, selangor, malaysia",26.0
896,98686,"norfolk, virginia, usa",32.0
897,98723,"cincinnati, ohio, usa",29.0
898,98741,"fairbanks, alaska, usa",30.0
899,98758,"calgary, alberta, canada",25.0
900,98783,"richboro, pennsylvania, usa",30.0
901,98787,"melbourne, victoria, australia",26.0
902,98904,"billings, montana, usa",28.0
903,98930,"northampton, massachusetts, usa",
904,98943,"toronto, ontario, canada",32.0
905,99032,"white plains, new york, usa",25.0
906,99312,"apple valley, minnesota, usa",28.0
907,99347,"muskegon, michigan, usa",30.0
908,99441,"seattle, washington, usa",33.0
909,99630,"framingham, massachusetts, usa",24.0
910,99720,"dahlonega, georgia, usa",
911,99955,"lockport, new york, usa",14.0
912,99996,"toronto, ontario, canada",43.0
913,100009,"victoria, british columbia, canada",49.0
914,100088,"burnley, england, united kingdom",26.0
915,100264,"brunswick, ohio, usa",37.0
916,100459,"bay area, california, usa",38.0
917,100578,"dublin, co. dublin, ireland",46.0
918,100644,"heilbronn, baden-wuerttemberg, germany",26.0
919,100782,"london, england, united kingdom",30.0
920,100846,"plainfield, illinois, usa",39.0
921,100906,"seattle, washington, usa",34.0
922,101141,"cincinnati, ohio, usa",57.0
923,101209,"ft huachuca, arizona, usa",44.0
924,101304,"chesapeake, virginia, usa",68.0
925,101305,"milwaukee, wisconsin, usa",29.0
926,101550,"villa ballester, buenos aires, argentina",29.0
927,101606,"niagara falls, ontario, canada",32.0
928,101620,"brookland, arkansas, usa",
929,101731,"prince george, british columbia, canada",
930,101851,"keizer, oregon, usa",29.0
931,101876,"nicholasville, kentucky, usa",38.0
932,102154,"salem, oregon, usa",
933,102275,"saint clair, michigan, usa",52.0
934,102359,"springfield, oregon, usa",
935,102642,"longmont, colorado, usa",
936,102647,"modesto, california, usa",14.0
937,102702,"honolulu, hawaii, usa",34.0
938,102967,"olympia, washington, usa",54.0
939,103144,"shah alam, selangor, malaysia",19.0
940,103336,"tucson, arizona, usa",55.0
941,104058,"newark, ohio, usa",
942,104113,"springfield, missouri, usa",24.0
943,104144,"florence, alabama, usa",65.0
944,104168,"mornington, victoria, australia",
945,104211,"chattanooga, tennessee, usa",39.0
946,104268,"athens, georgia, usa",28.0
947,104278,"bronx, ,",29.0
948,104362,"eugene, oregon, usa",45.0
949,104399,"middletown, ohio, usa",29.0
950,104413,"sacramento, california, usa",53.0
951,104429,"brainerd, minnesota, usa",39.0
952,104505,"bend, oregon,",34.0
953,104604,"vancouver, bc, canada",36.0
954,104636,"youngstown, ohio, usa",
955,104657,"cave creek, arizona, usa",25.0
956,104665,"altoona, iowa, usa",30.0
957,104880,"madison, wisconsin, usa",21.0
958,105028,"kuala lumpur, federal territory, malaysia",22.0
959,105054,"edmonton, alberta, canada",29.0
960,105058,"north york, ontario, canada",32.0
961,105108,"st. louis, missouri, usa",35.0
962,105214,"pittsburgh, pennsylvania, usa",34.0
963,105221,"la mesa, california, usa",15.0
964,105374,"montreal, quebec, canada",25.0
965,105517,"calgary, alberta, canada",28.0
966,105536,"belleville, new jersey, usa",17.0
967,105937,"tampa, florida, usa",27.0
968,105968,"anchorage, alaska, usa",41.0
969,105979,"oakland, california, usa",26.0
970,106007,"santa rosa, california, usa",29.0
971,106225,"chicago, illinois, usa",38.0
972,106280,"toronto, ,",
973,106768,"lexington, kentucky, usa",23.0
974,106849,"dunkirk, indiana, usa",39.0
975,106988,"san diego, california, usa",52.0
976,107021,"indianapolis, indiana, usa",45.0
977,107044,"adelaide, south australia, australia",24.0
978,107244,"appleton, wisconsin, usa",50.0
979,107258,"lowell, massachusetts, usa",
980,107301,"west kensington, london, united kingdom",31.0
981,107326,"denver, colorado, usa",28.0
982,107784,"tarentum, pennsylvania, usa",
983,107865,"tampa, florida, usa",
984,107951,"tübingen, baden-württemberg, germany",
985,108005,"greenfield, wisconsin, usa",29.0
986,108155,"indianapolis, indiana, usa",29.0
987,108243,"canton, ga, usa",14.0
988,108285,"appleton, wisconsin, usa",22.0
989,108336,"santa cruz, california, usa",
990,108352,"rochester, michigan, usa",37.0
991,108405,"irvine, ,",49.0
992,108480,"caracas, dtto federal, venezuela",
993,108752,"fort polk, louisiana, usa",31.0
994,108773,"él médano, santa cruz de tenerife, canary islands, spain",57.0
995,108799,"kaneohe, hawaii, usa",
996,109427,"singapore, singapore, singapore",37.0
997,109461,"oklahoma city, oklahoma, usa",30.0
998,109491,"brentwood, california, usa",40.0
999,109574,"edmonton, alberta, canada",50.0
1000,109779,"arab, alabama, usa",25.0
1001,109901,"sydney, new south wales, australia",59.0
1002,109955,"adelaide, south australia, australia",
1003,110029,"norwich, england, united kingdom",27.0
1004,110076,"toronto, ontario, canada",52.0
1005,110214,"baltimore, maryland, usa",45.0
1006,110267,"montreal, quebec, canada",39.0
1007,110361,"san diego, california, usa",29.0
1008,110373,"livingston, new jersey, usa",
1009,110440,"fairfax, virginia, usa",29.0
1010,110483,"fredericton, new brunswick, canada",30.0
1011,110746,"wrexham, wales, united kingdom",59.0
1012,110853,"rockaway beach, new york, usa",34.0
1013,110887,"olympia, washington, usa",58.0
1014,110912,"milpitas, california, usa",36.0
1015,110934,"kirkland, washington, usa",46.0
1016,110973,"wiley ford, west virginia, usa",43.0
1017,111133,"citrus springs, florida, usa",50.0
1018,111174,"austin, texas, usa",
1019,111190,"belton, texas, usa",53.0
1020,111578,"fremont, california, usa",
1021,111637,"tiburon, california, usa",53.0
1022,111816,"portland, oregon, usa",
1023,111847,"sabine pass, texas, usa",38.0
1024,111944,"mannford, oklahoma, usa",23.0
1025,111947,"albuquerque, new mexico, usa",30.0
1026,112001,"barren springs, virginia, usa",43.0
1027,112026,"lakewood, washington, usa",17.0
1028,112083,"tucson, arizona, usa",25.0
1029,112093,"spencer, indiana, usa",35.0
1030,112401,"brisbane, queensland, australia",49.0
1031,112541,"sydney, new south wales, australia",22.0
1032,112559,"dallas, texas, usa",37.0
1033,112672,"reno, nevada, usa",47.0
1034,112761,"bronx, new york, usa",29.0
1035,112881,"kitchener, ontario, canada",18.0
1036,112914,"alameda, california, usa",
1037,112953,"davenport, iowa, usa",31.0
1038,113030,"vancouver, british columbia, canada",25.0
1039,113270,"evanston, illinois, usa",25.0
1040,113277,"north judson, indiana, usa",23.0
1041,113334,"calgary, alberta, canada",40.0
1042,113435,"bratenahl, ohio, usa",49.0
1043,113519,"pleasanton, california, usa",
1044,113663,"ocala, ,",
1045,113752,"jacksonville, florida, usa",
1046,113817,"melbourne, victoria, australia",25.0
1047,113904,"baltimore, maryland, usa",31.0
1048,113944,"derby, kansas, usa",
1049,113955,"webster, new york, usa",16.0
1050,113983,"plano, texas, usa",39.0
1051,114178,"tokyo, tokyo, japan",30.0
1052,114216,"ste-anne-de-bellevue, quebec, canada",
1053,114368,"mechanicsville, maryland, usa",33.0
1054,114414,"edinburg, texas, usa",27.0
1055,114444,"alexandria, virginia, usa",34.0
1056,114446,"cardiff, wales, united kingdom",26.0
1057,114544,"antelope, california, usa",35.0
1058,114581,"san francisco, california, usa",23.0
1059,114700,"rensselaer, new york, usa",28.0
1060,114813,"kirkland, washington, usa",
1061,114865,"croydon, victoria, australia",97.0
1062,114868,"edmonton, alberta, canada",31.0
1063,114988,"temple, texas, usa",37.0
1064,115002,"stockholm, stockholm, sweden",
1065,115003,"asheville, north carolina, usa",43.0
1066,115120,"sherman oaks, california, usa",29.0
1067,115435,"cincinnati, ohio, usa",30.0
1068,115490,"dekalb, illinois, usa",
1069,115537,"toronto, ontario, canada",50.0
1070,115572,"darlington, south carolina, usa",23.0
1071,115678,"fridley, minnesota, usa",34.0
1072,115692,"blacksburg, virginia, usa",33.0
1073,115841,"hutchinson, kansas, usa",60.0
1074,115929,"deming, new mexico, usa",
1075,116005,"london, ontario, canada",28.0
1076,116122,"glendale heights, illinois, usa",31.0
1077,116183,"rochester, minnesota, usa",
1078,116301,"colonial heights, virginia, usa",30.0
1079,116599,"tehran, tehran, iran",29.0
1080,116758,"paullina, iowa, usa",38.0
1081,116866,"ottawa, ,",
1082,116904,"san antonio, texas, usa",38.0
1083,116931,"ann arbor, michigan, usa",24.0
1084,117111,"toronto, ontario, canada",30.0
1085,117132,"st louis, missouri, usa",66.0
1086,117251,"pleasant hill, california, usa",
1087,117384,"some other, planet, far away...",29.0
1088,117873,"evanston, illinois, usa",50.0
1089,118228,"denver, colorado, usa",
1090,118275,"legionowo, woj. mazowieckie, poland",24.0
1091,118333,"joburg, gautang, south africa",18.0
1092,118533,"owasso, oklahoma, usa",37.0
1093,118628,"toronto, ontario, canada",34.0
1094,118881,"bolton, england, united kingdom",31.0
1095,119248,"fpo, ap, usa",12.0
1096,119364,"bothell, washington, usa",16.0
1097,119369,"montclair, new jersey,",
1098,119575,"north vancouver, british columbia, canada",30.0
1099,119590,"sacramento, california, usa",
1100,119594,"winnipeg, manitoba, canada",33.0
1101,119725,"wokingham, berkshire, united kingdom",24.0
1102,119749,"omaha, nebraska, usa",5.0
1103,119858,"centennial, colorado, usa",53.0
1104,120093,"merrick, acworth, new york, georgia, usa",59.0
1105,120396,"boyce, virginia, usa",46.0
1106,120565,"singapore, n/a, singapore",38.0
1107,120588,"calgary, alberta, canada",27.0
1108,120598,"plant city, florida, usa",
1109,120696,"san bernardino, california, usa",31.0
1110,120828,"munster, indiana, usa",27.0
1111,120860,"huntsville, alabama, usa",2.0
1112,120908,"boston, massachusetts, usa",27.0
1113,121170,"arlington, virginia, usa",30.0
1114,121251,"galt, california, usa",41.0
1115,121264,"chicago, illinois, usa",
1116,121606,"petaling jaya, selangor, malaysia",23.0
1117,121986,"atlanta, georgia, usa",54.0
1118,122429,"kamuela, hawaii, usa",48.0
1119,122440,"vancouver, british columbia, canada",29.0
1120,122506,"coralville, iowa, usa",27.0
1121,122716,"tucson, ,",30.0
1122,122793,"omemee, ontario, canada",46.0
1123,122881,"yeovil, england, united kingdom",
1124,123056,"halifax, nova scotia, canada",32.0
1125,123094,"morrisville, north carolina, usa",45.0
1126,123095,"hollywood, maryland, usa",
1127,123143,"lisboa, lisboa, portugal",28.0
1128,123154,"terrytown, louisiana, usa",19.0
1129,123215,"carmichael, california, usa",27.0
1130,123257,"circleville, ohio, usa",20.0
1131,123430,"manning, south carolina, usa",
1132,123460,"brea, california, usa",31.0
1133,123544,"dallas, texas, usa",
1134,123597,"toronto, ontario, canada",44.0
1135,123608,"los banos, california, usa",17.0
1136,123625,"geelong, victoria, australia",22.0
1137,123744,"newark, delaware, usa",25.0
1138,123790,"mount vernon, new york, usa",25.0
1139,123825,"vancouver, british columbia, canada",
1140,123883,"topeka, kansas, usa",18.0
1141,123981,"phoenix, arizona, usa",46.0
1142,123988,"amarillo, texas, usa",32.0
1143,124078,"muskegon, michigan, usa",25.0
1144,124079,"prince george, british columbia, canada",24.0
1145,124310,"salem, south carolina, usa",53.0
1146,124322,"ottawa, ontario, canada",
1147,124363,"tallahassee, florida, usa",36.0
1148,124487,"ramah, new mexico, usa",
1149,124597,"brights grove, ontario, canada",38.0
1150,124874,"warren, new jersey, usa",32.0
1151,124876,"redford, michigan, usa",23.0
1152,124942,"olympia, washington, usa",
1153,124989,"old orchard beach, maine, usa",46.0
1154,125031,"alburquerque, ,",
1155,125039,"lafayette, indiana, usa",27.0
1156,125063,"vancouver, british columbia, canada",44.0
1157,125203,"montreal, quebec, canada",18.0
1158,125287,"atlanta, georgia, usa",40.0
1159,125411,"louisville, kentucky, usa",43.0
1160,125519,"irvine, california, usa",40.0
1161,125692,"elmira, new york, usa",28.0
1162,125736,"atlanta, georgia, usa",17.0
1163,125774,"tehran, tehran, iran",36.0
1164,125779,"san diego, california, usa",
1165,126149,"salt lake city, utah, usa",
1166,126196,"wilmington, delaware, usa",36.0
1167,126296,"ramsey, huntingdon, cambridgeshire, united kingdom",41.0
1168,126388,"kernersville, north carolina, usa",26.0
1169,126395,"arkansas, arkansas, usa",28.0
1170,126492,"westmont, illinois, usa",31.0
1171,126604,"north reading, massachusetts, usa",27.0
1172,126693,"newmarket, ontario, canada",33.0
1173,126697,"hershey, pennsylvania, usa",30.0
1174,126736,"fulton, missouri, usa",38.0
1175,126814,"west chester, ohio, usa",32.0
1176,127129,"langley, british columbia, canada",
1177,127171,"cincinnati, ohio, usa",36.0
1178,127200,"urbana, illinois, usa",
1179,127203,"reading, pennsylvania, usa",20.0
1180,127233,"marietta, georgia, usa",29.0
1181,127359,"beaverton, oregon, usa",33.0
1182,127384,"gainesville, texas, usa",32.0
1183,127505,"mission, kansas, usa",41.0
1184,127826,"duluth, georgia, usa",
1185,127914,"anchorage, alaska, usa",43.0
1186,128040,"toledo, ohio, usa",35.0
1187,128060,"denton, texas, usa",36.0
1188,128085,"durham, north carolina, usa",40.0
1189,128119,"olathe, kansas, usa",
1190,128122,"lithia springs, georgia, usa",37.0
1191,128208,"san antonio, texas, usa",34.0
1192,128325,"toledo, ohio, usa",43.0
1193,128331,"chittenango, new york, usa",24.0
1194,128332,"alvin, texas, usa",
1195,128434,"oak park, illinois, usa",24.0
1196,128464,"new york, new york, usa",52.0
1197,128696,"southampton, england, united kingdom",34.0
1198,128835,"bellingham, washington, usa",60.0
1199,129008,"rapid city, south dakota, usa",44.0
1200,129074,"marietta, georgia, usa",51.0
1201,129084,"boise, idaho, usa",39.0
1202,129289,"vientiane, vientiane, laos",
1203,129338,"apache junction, arizona, usa",24.0
1204,129358,"highland, california, usa",36.0
1205,129368,"los gatos, ,",
1206,129465,"durham, north carolina, usa",33.0
1207,129489,"vancouver, british columbia, canada",24.0
1208,129503,"lisboa, n/a, portugal",40.0
1209,129716,"tallahassee, florida, usa",30.0
1210,129851,"philadelphia, pennsylvania, usa",35.0
1211,130474,"nashville, tennessee, usa",33.0
1212,130482,"earth, , universe",54.0
1213,130554,"sandpoint, idaho, usa",
1214,130570,"singapore, n/a, singapore",
1215,130571,"summerville, south carolina, usa",
1216,130636,"swartz creek, michigan, usa",20.0
1217,130658,"montreal, ,",90.0
1218,130705,"sydney, new south wales, australia",29.0
1219,130847,"russellville, arkansas, usa",35.0
1220,131027,"portland, oregon, usa",31.0
1221,131032,"west blocton, alabama, usa",36.0
1222,131046,"ellington, connecticut, usa",26.0
1223,131126,"barcelona, catalunya, spain",31.0
1224,131154,"soddy-daisy, tennessee, usa",18.0
1225,131238,"bismarck, north dakota, usa",15.0
1226,131402,"governors bay, canterbury, new zealand",
1227,131594,"citrus heights, california, usa",47.0
1228,131622,"two rivers, wisconsin, usa",51.0
1229,131686,"chemainus, british columbia, canada",27.0
1230,131837,"west valley city, utah, usa",
1231,131855,"farnborough, hampshire, united kingdom",31.0
1232,132173,"charlotte, north carolina, usa",
1233,132375,"denver, colorado, usa",58.0
1234,132663,"newport beach, california, usa",44.0
1235,132836,"west palm beach, florida, usa",57.0
1236,132851,"torrance, california, usa",43.0
1237,132930,"wokingham, england, united kingdom",29.0
1238,133284,"atlanta, georgia, usa",41.0
1239,133296,"ormond beach, florida, usa",23.0
1240,133416,"jacksons point, ontario, canada",25.0
1241,133571,"olney, maryland, usa",39.0
1242,133689,"calgary, alberta, canada",29.0
1243,133706,"palmyra, western australia, australia",30.0
1244,133747,"gaithersburg, maryland, usa",28.0
1245,134347,"cincinnati, ohio, usa",26.0
1246,134434,"barcelona, barcelona, spain",25.0
1247,134483,"roanoke, virginia, usa",
1248,134797,"elk grove, california, usa",
1249,134837,"kuala lumpur, wilayah persekutuan, malaysia",28.0
1250,135045,"spring, texas, usa",29.0
1251,135149,"ft. pierce, florida, usa",
1252,135228,"pasadena, ,",
1253,135265,"groton, connecticut, usa",32.0
1254,135351,"greenwood, south carolina, usa",23.0
1255,135360,"albuquerque, new mexico, usa",39.0
1256,135376,"las vegas, nevada, usa",
1257,135458,"ottawa, ontario, canada",24.0
1258,135609,"charlestown, massachusetts, usa",
1259,135673,"hafnarfjordur, reykjavik, iceland",26.0
1260,135703,"fredericton, new brunswick, canada",32.0
1261,135768,"reno, nevada, usa",46.0
1262,135776,"allston, massachusetts, usa",32.0
1263,135831,"potomac falls, virginia, usa",
1264,136010,"brampton, ontario, canada",
1265,136071,"normal, illinois, usa",44.0
1266,136139,"fair oaks, california, usa",
1267,136205,"crest hill, illinois, usa",39.0
1268,136252,"santa fe, new mexico, usa",33.0
1269,136326,"shingle springs, california, usa",42.0
1270,136348,"oceanside, new york, usa",51.0
1271,136382,"edmonton, alberta, canada",
1272,136491,"rio rancho, new mexico, usa",18.0
1273,137118,"lancaster, texas, usa",
1274,137190,"rennes, bretagne, france",31.0
1275,137211,"charlotte, north carolina, usa",
1276,137336,"longview, washington, usa",26.0
1277,137588,"portland, oregon, usa",
1278,137589,"enterprise, oregon, usa",35.0
1279,137688,"medford, new york, usa",46.0
1280,137742,"santo domingo, distrito nacional, dominican republic",24.0
1281,137816,"gijon, asturias, spain",
1282,138097,"winter park, florida, usa",35.0
1283,138138,"bridgeport, connecticut, usa",39.0
1284,138198,"edmonton, alberta, canada",37.0
1285,138393,"roanoke, virginia, usa",49.0
1286,138441,"merrimack, new hampshire, usa",34.0
1287,138543,"mesquite, texas, usa",21.0
1288,138578,"cape girardeau, missouri, usa",38.0
1289,138602,"bremerton, washington, usa",36.0
1290,138674,"chicago, illinois, usa",26.0
1291,138777,"beavercreek, oregon, usa",
1292,138844,"winnipeg, manitoba, canada",40.0
1293,138867,"chicago, illinois, usa",35.0
1294,138883,"charlotte, north carolina, usa",16.0
1295,138995,"keyser, west virginia, usa",47.0
1296,139141,"oakland, california, usa",35.0
1297,139359,"fort myers, florida, usa",36.0
1298,139467,"norfolk, virginia, usa",53.0
1299,139742,"toronto, ontario, canada",36.0
1300,139827,"phoenix, arizona, usa",
1301,139828,"juneau, , usa",49.0
1302,139904,"sherman oaks, california, usa",8.0
1303,139913,"monett, missouri, usa",54.0
1304,139934,"schenectady, new york, usa",
1305,140000,"london, england, united kingdom",
1306,140036,"milford, michigan, usa",35.0
1307,140069,"victoria, british columbia, canada",29.0
1308,140223,"somerville, massachusetts, usa",27.0
1309,140358,"san diego, california, usa",
1310,140555,"vancouver, british columbia, canada",31.0
1311,140662,"portland, oregon, usa",30.0
1312,140758,"auckland, auckland, new zealand",23.0
